,event,date,location,event_url
184,UFC on FOX: VanZant vs. Waterson," December 17, 2016"," Sacramento, California, US",http://ufcstats.com/event-details/32541eb5d12668b4
185,UFC 206: Holloway vs. Pettis," December 10, 2016"," Toronto, Ontario, Canada",http://ufcstats.com/event-details/6e3282d57d2467a0
186,UFC Fight Night: Lewis vs. Abdurakhimov," December 09, 2016"," Albany, New York, US",http://ufcstats.com/event-details/7139cd2ae4bf6a29
187,The Ultimate Fighter: Tournament of Champions Finale," December 03, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/bd4389b71fdc0ce2
188,UFC Fight Night: Whittaker vs. Brunson," November 26, 2016"," Melbourne, Victoria, Australia",http://ufcstats.com/event-details/73e09f837f3b5ecc
189,UFC Fight Night: Bader vs. Nogueira," November 19, 2016"," Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5cde96e0a1a1fffe
190,UFC Fight Night: Mousasi vs. Hall 2," November 19, 2016"," Belfast, Northern Ireland, United Kingdom",http://ufcstats.com/event-details/6810d8d2dd557cf9
191,UFC 205: Alvarez vs McGregor," November 12, 2016"," New York City, New York, US",http://ufcstats.com/event-details/4956f60b7fa57c1a
192,UFC Fight Night: Dos Anjos vs. Ferguson," November 05, 2016"," Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/6083f497c22cc075
193,UFC 204: Bisping vs. Henderson," October 08, 2016"," Manchester, England, United Kingdom",http://ufcstats.com/event-details/154a6b3ffae264cd
194,UFC Fight Night: Lineker vs. Dodson," October 01, 2016"," Portland, Oregon, US",http://ufcstats.com/event-details/a196332ee4aa8a82
195,UFC Fight Night: Cyborg vs. Lansberg," September 24, 2016"," Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/e18012194473e8b0
196,UFC Fight Night: Poirier vs. Johnson," September 17, 2016"," Hidalgo, Texas, US",http://ufcstats.com/event-details/d6455cb4bee503ce
197,UFC 203: Miocic vs. Overeem," September 10, 2016"," Cleveland, Ohio, US",http://ufcstats.com/event-details/2dc7f1762dc0a7ef
198,UFC Fight Night: Arlovski vs. Barnett," September 03, 2016"," Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/2b4faacc16d66898
199,UFC on FOX: Maia vs. Condit," August 27, 2016"," Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/cfbccfed4e4796fe
200,UFC 202: Diaz vs. McGregor 2," August 20, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/5da4e8dc02e50ac0
201,UFC Fight Night: Rodriguez vs. Caceres," August 06, 2016"," Salt Lake City, Utah, US",http://ufcstats.com/event-details/232c582f29f8f65e
202,UFC 201: Lawler vs. Woodley," July 30, 2016"," Atlanta, Georgia, US",http://ufcstats.com/event-details/72cbe507644a587c
203,UFC on FOX: Holm vs. Shevchenko," July 23, 2016"," Chicago, Illinois, US",http://ufcstats.com/event-details/8a028648f3f0761d
204,UFC Fight Night: McDonald vs. Lineker," July 13, 2016"," Sioux Falls, South Dakota, US",http://ufcstats.com/event-details/5e7a28f20927d64a
205,UFC 200: Tate vs Nunes," July 09, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/aa5b4eff51bdc7d1
206,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale," July 08, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/cd42bbe8887bba90
207,UFC Fight Night: Dos Anjos vs. Alvarez," July 07, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/45a2ba3ef82b9700
208,UFC Fight Night: MacDonald vs Thompson," June 18, 2016"," Ottawa, Ontario, Canada",http://ufcstats.com/event-details/563d051c9e769b24
209,UFC 199: Rockhold vs. Bisping 2," June 04, 2016"," Los Angeles, California, US",http://ufcstats.com/event-details/ff4c3ab594c7fac3
210,UFC Fight Night: Almeida vs Garbrandt," May 29, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/990060b2a68a7b82
211,UFC 198: Werdum vs Miocic," May 14, 2016"," Curitiba, Parana, Brazil",http://ufcstats.com/event-details/a4bf17bd3ba3423b
212,UFC Fight Night: Overeem vs Arlovski," May 08, 2016"," Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec
213,UFC 197: Jones vs Saint Preux," April 23, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3d481aa374c954a1
214,UFC on FOX: Teixeira vs Evans," April 16, 2016"," Tampa, Florida, US",http://ufcstats.com/event-details/e7e970d508529bf3
215,UFC Fight Night: Rothwell vs Dos Santos," April 10, 2016"," Zagreb, Croatia",http://ufcstats.com/event-details/4887e5bc4dbb73ff
216,UFC Fight Night: Hunt vs Mir," March 19, 2016"," Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d
217,UFC 196: McGregor vs Diaz," March 05, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/db1f2ed63b54b9a7
218,UFC Fight Night: Silva vs Bisping," February 27, 2016"," London, England, United Kingdom",http://ufcstats.com/event-details/39c568f8c579913e
219,UFC Fight Night: Cowboy vs Cowboy," February 21, 2016"," Pittsburgh, Pennsylvania, US",http://ufcstats.com/event-details/d56bb6dff2ae77eb
220,UFC Fight Night: Hendricks vs Thompson," February 06, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/de99da2c0d18d34a
221,UFC on FOX: Johnson vs. Bader," January 30, 2016"," Newark, New Jersey, US",http://ufcstats.com/event-details/b3fb8d2293e17a59
222,UFC Fight Night: Dillashaw vs Cruz," January 17, 2016"," Boston, Massachusetts, US",http://ufcstats.com/event-details/c6becb722706c7d8
223,UFC 195: Lawler vs Condit," January 02, 2016"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/380e8b023290d091
224,UFC on FOX: Dos Anjos vs. Cowboy 2," December 19, 2015"," Orlando, Florida, US",http://ufcstats.com/event-details/80d918336163b80c
225,UFC 194: Aldo vs McGregor," December 12, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/354808cf38d9d73c
226,The Ultimate Fighter: Team McGregor vs. Team Faber Finale," December 11, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/20fbff570c678e1c
227,UFC Fight Night: Namajunas vs. VanZant," December 10, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/dd39f1ca787a3d9d
228,UFC Fight Night: Henderson vs Masvidal," November 28, 2015"," Seoul, South Korea",http://ufcstats.com/event-details/4d636c3aa1105950
229,UFC Fight Night: Magny vs Gastelum," November 21, 2015"," Monterrey, Nuevo Leon, Mexico",http://ufcstats.com/event-details/243b07fc65ccbb16
230,UFC 193: Rousey vs Holm," November 14, 2015"," Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f
231,UFC Fight Night: Belfort vs Henderson 3," November 07, 2015"," Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/5345f86680378fc1
232,UFC Fight Night: Holohan vs Smolka," October 24, 2015"," Dublin, Leinster, Ireland",http://ufcstats.com/event-details/f3155a94ca420126
233,UFC 192: Cormier vs Gustafsson," October 03, 2015"," Houston, Texas, US",http://ufcstats.com/event-details/119ebea97e914dcf
234,UFC Fight Night: Barnett vs Nelson," September 26, 2015"," Saitama, Japan",http://ufcstats.com/event-details/a4dd5c9a75763295
235,UFC 191: Johnson vs Dodson 2," September 05, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/82f5c81f4e3c3eb5
236,UFC Fight Night: Holloway vs Oliveira," August 23, 2015"," Saskatoon, Saskatchewan, Canada",http://ufcstats.com/event-details/2ce6541127b0e232
237,UFC Fight Night: Teixeira vs Saint Preux," August 08, 2015"," Nashville, Tennessee, US",http://ufcstats.com/event-details/b71667c778b6d9e5
238,UFC 190: Rousey vs Correia," August 01, 2015"," Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/a9c45a8b21eabadc
239,UFC on FOX: Dillashaw vs. Barao II," July 25, 2015"," Chicago, Illinois, US",http://ufcstats.com/event-details/0c3838c8f7c620c2
240,UFC Fight Night: Bisping vs Leites," July 18, 2015"," Glasgow, Scotland, United Kingdom",http://ufcstats.com/event-details/ef7fa30364cbe7f2
241,UFC Fight Night: Mir vs Duffee," July 15, 2015"," San Diego, California, US",http://ufcstats.com/event-details/36877f0e62b25b96
242,The Ultimate Fighter: American Top Team vs. Blackzilians Finale," July 12, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a890f9a791ed615d
243,UFC 189: Mendes vs McGregor," July 11, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3be081c29bf734d9
244,UFC Fight Night: Machida vs Romero," June 27, 2015"," Hollywood, Florida, US",http://ufcstats.com/event-details/86e388ed20761ad9
245,UFC Fight Night: Jedrzejczyk vs Penne," June 20, 2015"," Berlin, Berlin, Germany",http://ufcstats.com/event-details/194fc025f9355db6
246,UFC 188: Velasquez vs Werdum," June 13, 2015"," Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/a58114c6dd0add64
247,UFC Fight Night: Boetsch vs Henderson," June 06, 2015"," New Orleans, Louisiana, US",http://ufcstats.com/event-details/06dc1a58663579d2
248,UFC Fight Night: Condit vs Alves," May 30, 2015"," Goiania, Goias, Brazil",http://ufcstats.com/event-details/aae0897825336b1a
249,UFC 187: Johnson vs Cormier," May 23, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/4f7e290e71d60f87
250,UFC Fight Night: Edgar vs Faber," May 16, 2015"," Manila, Philippines",http://ufcstats.com/event-details/b1605ea39fba6af6
251,UFC Fight Night: Miocic vs Hunt," May 09, 2015"," Adelaide, South Australia, Australia",http://ufcstats.com/event-details/8a1b4330c7957961
252,UFC 186: Johnson vs Horiguchi," April 25, 2015"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/997b4f52f76a0b53
253,UFC on FOX: Machida vs Rockhold," April 18, 2015"," Newark, New Jersey, US",http://ufcstats.com/event-details/bc7cf284c1c2f16e
254,UFC Fight Night: Gonzaga vs Cro Cop 2," April 11, 2015"," Krakow, Poland",http://ufcstats.com/event-details/5de61b03868035ff
255,UFC Fight Night: Mendes vs Lamas," April 04, 2015"," Fairfax, Virginia, US",http://ufcstats.com/event-details/16d09e800ad7ec79
256,UFC Fight Night: Maia vs LaFlare," March 21, 2015"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/fa534853eb195270
257,UFC 185: Pettis vs Dos Anjos," March 14, 2015"," Dallas, Texas, US",http://ufcstats.com/event-details/f54200f1dfb9b5d4
258,UFC 184: Rousey vs Zingano," February 28, 2015"," Los Angeles, California, US",http://ufcstats.com/event-details/ad4e9055bf8cd04d
259,UFC Fight Night: Bigfoot vs Mir," February 22, 2015"," Porto Alegre, Rio Grande do Sul, Brazil",http://ufcstats.com/event-details/0577808d22dfe79c
260,UFC Fight Night: Henderson vs Thatch," February 14, 2015"," Broomfield, Colorado, US",http://ufcstats.com/event-details/f9c7fe2682af3802
261,UFC 183: Silva vs Diaz," January 31, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/43563a32c3f10e95
262,UFC on FOX: Gustafsson vs Johnson," January 24, 2015"," Stockholm, Sweden",http://ufcstats.com/event-details/706404da0775dcbc
263,UFC Fight Night: McGregor vs Siver," January 18, 2015"," Boston, Massachusetts, US",http://ufcstats.com/event-details/f9aa6376ae16bfb4
264,UFC 182: Jones vs Cormier," January 03, 2015"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a72d260b436924c4
265,UFC Fight Night: Machida vs Dollaway," December 20, 2014"," Barueri, Sao Paulo, Brazil",http://ufcstats.com/event-details/4e5bbc4566049cbf
266,UFC on FOX: Dos Santos vs Miocic," December 13, 2014"," Phoenix, Arizona, US",http://ufcstats.com/event-details/d4a12dfa4067742f
267,The Ultimate Fighter: A Champion Will Be Crowned Finale," December 12, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/222d6b547de2e035
268,UFC 181: Hendricks vs Lawler II," December 06, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/dfdd0c5dd0d4bc23
269,UFC Fight Night: Edgar vs Swanson," November 22, 2014"," Austin, Texas, US",http://ufcstats.com/event-details/155a02a8b4311057
270,UFC 180: Werdum vs Hunt," November 15, 2014"," Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/59851163aaf1aed8
271,UFC Fight Night 56: Shogun vs Saint Preux," November 08, 2014"," Uberlandia, Minas Gerais, Brazil",http://ufcstats.com/event-details/6ca68b636fbc1f18
272,UFC Fight Night: Rockhold vs Bisping," November 07, 2014"," Sydney, New South Wales, Australia",http://ufcstats.com/event-details/371a1c91b24dec2b
273,UFC 179: Aldo vs Mendes 2," October 25, 2014"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/53f02bbc41d99432
274,UFC Fight Night: MacDonald vs Saffiedine," October 04, 2014"," Halifax, Nova Scotia, Canada",http://ufcstats.com/event-details/0313bf497de9c470
275,UFC Fight Night: Nelson vs Story," October 04, 2014"," Stockholm, Sweden",http://ufcstats.com/event-details/8dc4f34c1f50d00d
276,UFC 178: Johnson vs Cariaso," September 27, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3bb030257966b022
277,UFC Fight Night: Hunt vs Nelson," September 20, 2014"," Saitama, Japan",http://ufcstats.com/event-details/2dea80c069847321
278,UFC Fight Night: Bigfoot vs Arlovski," September 13, 2014"," Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/a71feb7ea7592a71
279,UFC Fight Night: Jacare vs Mousasi," September 05, 2014"," Ledyard, Connecticut, US",http://ufcstats.com/event-details/9bcfb40dbcd50568
280,UFC 177: Dillashaw vs Soto," August 30, 2014"," Sacramento, California, US",http://ufcstats.com/event-details/269d103c96a4c3a5
281,UFC Fight Night: Henderson vs Dos Anjos," August 23, 2014"," Tulsa, Oklahoma, US",http://ufcstats.com/event-details/063649e21bc9d6d5
282,UFC Fight Night: Bisping vs Le," August 23, 2014"," Macau, China",http://ufcstats.com/event-details/770b9d4813c25902
283,UFC Fight Night: Bader vs Saint Preux," August 16, 2014"," Bangor, Maine, US",http://ufcstats.com/event-details/fd7acf42bd6e7e95
284,UFC on FOX: Lawler vs Brown," July 26, 2014"," San Jose, California, US",http://ufcstats.com/event-details/05fbfe628658c538
285,UFC Fight Night: McGregor vs Brandao," July 19, 2014"," Dublin, Leinster, Ireland",http://ufcstats.com/event-details/073eee4e62f0d988
286,UFC Fight Night: Cowboy vs Miller," July 16, 2014"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/79ded75550efc139
287,The Ultimate Fighter: Team Edgar vs. Team Penn Finale," July 06, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/1c5879330d42255f
288,UFC 175: Weidman vs Machida," July 05, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/53adf5b845d91e4a
289,UFC Fight Night: Swanson vs Stephens," June 28, 2014"," San Antonio, Texas, US",http://ufcstats.com/event-details/c0ed7b208197e8de
290,UFC Fight Night: Te Huna vs Marquardt," June 28, 2014"," Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c
291,UFC 174: Johnson vs Bagautinov," June 14, 2014"," Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/5b5307450405abf0
292,UFC Fight Night: Henderson vs Khabilov," June 07, 2014"," Albuquerque, New Mexico, US",http://ufcstats.com/event-details/1fcfc3709fe58151
293,UFC Fight Night: Miocic vs Maldonado," May 31, 2014"," Sao Paulo, Brazil",http://ufcstats.com/event-details/59aaf2730b84698a
294,UFC Fight Night: Munoz vs Mousasi," May 31, 2014"," Berlin, Germany",http://ufcstats.com/event-details/b757c73f443d4fca
295,UFC 173: Barao vs Dillashaw," May 24, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/9ca265dfe8323db3
296,UFC Fight Night: Brown vs Silva," May 10, 2014"," Cincinnati, Ohio, US",http://ufcstats.com/event-details/579fcdfcabd23a7b
297,UFC 172: Jones vs Teixeira," April 26, 2014"," Baltimore, Maryland, US",http://ufcstats.com/event-details/4f2fcbefb668689d
298,UFC on FOX: Werdum vs Browne," April 19, 2014"," Orlando, Florida, US",http://ufcstats.com/event-details/a421465acbe59c77
299,UFC Fight Night: Bisping vs Kennedy," April 16, 2014"," Quebec City, Quebec, Canada",http://ufcstats.com/event-details/f9f07bb5a43535ed
300,UFC Fight Night: Minotauro vs Nelson," April 11, 2014"," Abu Dhabi, United Arab Emirates",http://ufcstats.com/event-details/d632d156c0549e07
301,UFC Fight Night: Shogun vs Henderson 2," March 23, 2014"," Natal, Rio Grande do Norte, Brazil",http://ufcstats.com/event-details/d5f820c11a121050
302,UFC 171: Hendricks vs Lawler," March 15, 2014"," Dallas, Texas, US",http://ufcstats.com/event-details/179f1948dc234f1f
303,UFC Fight Night: Gustafsson vs Manuwa," March 08, 2014"," London, England, United Kingdom",http://ufcstats.com/event-details/ebc1f40e00e0c481
304,UFC Fight Night: Kim vs Hathaway," March 01, 2014"," Macau, China",http://ufcstats.com/event-details/a26198ba5093147e
305,UFC 170: Rousey vs McMann," February 22, 2014"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3138fab619faf4d1
306,UFC Fight Night: Machida vs Mousasi," February 15, 2014"," Jaragua do Sul, Santa Catarina, Brazil",http://ufcstats.com/event-details/51b0bb73a1da34bc
307,UFC 169: Barao vs Faber 2," February 01, 2014"," Newark, New Jersey, US",http://ufcstats.com/event-details/fc31f896cde2bc2e
308,UFC on FOX: Henderson vs Thomson," January 25, 2014"," Chicago, Illinois, US",http://ufcstats.com/event-details/a8d521d913df4e31
309,UFC Fight Night: Rockhold vs Philippou," January 15, 2014"," Duluth, Georgia, US",http://ufcstats.com/event-details/30a09e43f15f1d75
310,UFC Fight Night: Saffiedine vs Lim," January 04, 2014"," Singapore, Singapore",http://ufcstats.com/event-details/e5c9de15bb58b1c6
311,UFC 168: Weidman vs Silva 2," December 28, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/83d0de122f2f9664
312,UFC on FOX: Johnson vs. Benavidez 2," December 14, 2013"," Sacramento, California, US",http://ufcstats.com/event-details/480b702debcb5433
313,UFC Fight Night: Hunt vs Bigfoot," December 06, 2013"," Brisbane, Queensland, Australia",http://ufcstats.com/event-details/ee457ef1e1c326c1
314,The Ultimate Fighter: Team Rousey vs. Team Tate Finale," November 30, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/9a967e8e43dcef63
315,UFC 167: St-Pierre vs Hendricks," November 16, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/28f3c2258a1d8874
316,UFC Fight Night: Belfort vs Henderson 2," November 09, 2013"," Goiania, Goias, Brazil",http://ufcstats.com/event-details/5d7c18191b8aa432
317,UFC Fight Night: Fight for the Troops 3," November 06, 2013"," Fort Campbell, Kentucky, US",http://ufcstats.com/event-details/35dc6220b113b7ec
318,UFC Fight Night: Machida vs Munoz," October 26, 2013"," Manchester, England, United Kingdom",http://ufcstats.com/event-details/60884f31ead1609c
319,UFC 166: Velasquez vs Dos Santos 3," October 19, 2013"," Houston, Texas, US",http://ufcstats.com/event-details/eae4aec1a5a8ff01
320,UFC Fight Night: Maia vs Shields," October 09, 2013"," Barueri, Sao Paulo, Brazil",http://ufcstats.com/event-details/43612456979e5d5e
321,UFC 165: Jones vs Gustafsson," September 21, 2013"," Toronto, Ontario, Canada",http://ufcstats.com/event-details/df5a77121ba84a5d
322,UFC Fight Night: Teixeira vs Bader," September 04, 2013"," Belo Horizonte, Minas Gerais, Brazil",http://ufcstats.com/event-details/b23fca14c7b79935
323,UFC 164: Henderson vs Pettis 2," August 31, 2013"," Milwaukee, Wisconsin, US",http://ufcstats.com/event-details/980b4e712489098e
324,UFC Fight Night: Condit vs Kampmann 2," August 28, 2013"," Indianapolis, Indiana, US",http://ufcstats.com/event-details/e5c38954c006f15c
325,UFC Fight Night: Shogun vs Sonnen," August 17, 2013"," Boston, Massachusetts, US",http://ufcstats.com/event-details/cf1a88371c8cb690
326,UFC 163: Aldo vs Jung," August 03, 2013"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/ebc5af72ad5a28cb
327,UFC on FOX: Johnson vs Moraga," July 27, 2013"," Seattle, Washington, US",http://ufcstats.com/event-details/5330fe7e4c3af81c
328,UFC 162: Silva vs Weidman," July 06, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/e0b74df14f52cd15
329,UFC 161: Evans vs Henderson," June 15, 2013"," Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/8fd1f27e86661ede
330,UFC on FUEL TV: Nogueira vs. Werdum," June 08, 2013"," Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/7865707fd684d77b
331,UFC 160: Velasquez vs Silva 2," May 25, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3c241737a6069b9f
332,UFC on FX: Belfort vs. Rockhold," May 18, 2013"," Jaragua do Sul, Santa Catarina, Brazil",http://ufcstats.com/event-details/030f08370fd1c2bb
333,UFC 159: Jones vs Sonnen," April 27, 2013"," Newark, New Jersey, US",http://ufcstats.com/event-details/ea0ad155451ed1f5
334,UFC on FOX: Henderson vs Melendez," April 20, 2013"," San Jose, California, US",http://ufcstats.com/event-details/aa79d5399571068e
335,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale," April 13, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/ce47f49e5c386a9c
336,UFC on FUEL TV: Mousasi vs Latifi," April 06, 2013"," Stockholm, Sweden",http://ufcstats.com/event-details/6291ac0a3726732f
337,UFC 158: St-Pierre vs Diaz," March 16, 2013"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/f1b2a4365799c48b
338,UFC on FUEL TV: Silva vs. Stann," March 02, 2013"," Saitama, Japan",http://ufcstats.com/event-details/83c6c3e0f8bde8ee
339,UFC 157: Rousey vs Carmouche," February 23, 2013"," Anaheim, California, US",http://ufcstats.com/event-details/09c44b317c98bf96
340,UFC on FUEL TV: Barao vs McDonald," February 16, 2013"," London, England, United Kingdom",http://ufcstats.com/event-details/4679a38cced7c64a
341,UFC 156: Aldo vs Edgar," February 02, 2013"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/601cf40c09090853
342,UFC on FOX: Johnson vs Dodson," January 26, 2013"," Chicago, Illinois, US",http://ufcstats.com/event-details/738acab0c6934dd8
343,UFC on FX: Belfort vs Bisping," January 19, 2013"," Sao Paulo, Brazil",http://ufcstats.com/event-details/56f4b81ec4db61af
344,UFC 155: Dos Santos vs Velasquez II," December 29, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c6e6926a81adcd00
345,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale," December 15, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c6da1c24fe473418
346,UFC on FX: Sotiropoulos vs Pearson," December 14, 2012"," Gold Coast, Queensland, Australia",http://ufcstats.com/event-details/e8c170a64dc920ac
347,UFC on FOX: Henderson vs Diaz," December 08, 2012"," Seattle, Washington, US",http://ufcstats.com/event-details/d1e6a6536ee62517
348,UFC 154: St-Pierre vs Condit," November 17, 2012"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/d41937647eae9a34
349,UFC Macao: Franklin vs Le," November 10, 2012"," Macau, China",http://ufcstats.com/event-details/319fa1bd3176bded
350,UFC 153: Silva vs Bonnar," October 13, 2012"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/96d173b7f92aa520
351,UFC on FX: Browne vs Bigfoot," October 05, 2012"," Minneapolis, Minnesota, US",http://ufcstats.com/event-details/6a0b80a24f22e152
352,UFC on FUEL TV: Struve vs Miocic," September 29, 2012"," Nottingham, England, United Kingdom",http://ufcstats.com/event-details/6cbb7661c3258617
353,UFC 152: Jones vs Belfort," September 22, 2012"," Toronto, Ontario, Canada",http://ufcstats.com/event-details/53e533db1b8e9712
354,UFC 150: Henderson vs Edgar II," August 11, 2012"," Denver, Colorado, US",http://ufcstats.com/event-details/3c48019bc387b80c
355,UFC on FOX: Shogun vs Vera," August 04, 2012"," Los Angeles, California, US",http://ufcstats.com/event-details/f62850b3c7480db9
356,UFC 149: Faber vs Barao," July 21, 2012"," Calgary, Alberta, Canada",http://ufcstats.com/event-details/abbc4fc02e0d84b3
357,UFC on FUEL TV: Munoz vs Weidman," July 11, 2012"," San Jose, California, US",http://ufcstats.com/event-details/d3b5ad3b15a64a18
358,UFC 148: Silva vs Sonnen 2," July 07, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/e8efeb9cf33b1941
359,UFC 147: Silva vs Franklin 2," June 23, 2012"," Belo Horizonte, Minas Gerais, Brazil",http://ufcstats.com/event-details/3da19339ee7051d5
360,UFC on FX: Maynard vs Guida," June 22, 2012"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/505934897b8b4824
361,UFC on FX: Johnson vs McCall," June 08, 2012"," Sunrise, Florida, US",http://ufcstats.com/event-details/49590e0508b2c19f
362,The Ultimate Fighter: Live Finale," June 01, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/96087e90d900f0ef
363,UFC 146: Dos Santos vs Mir," May 26, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/4985113c0928aa62
364,UFC on FUEL TV: Korean Zombie vs Poirier," May 15, 2012"," Fairfax, Virginia, US",http://ufcstats.com/event-details/8caca5857ce0e30b
365,UFC on FOX: Diaz vs Miller," May 05, 2012"," East Rutherford, New Jersey, US",http://ufcstats.com/event-details/5898357a45a73674
366,UFC 145: Jones vs Evans," April 21, 2012"," Atlanta, Georgia, US",http://ufcstats.com/event-details/155bfc7ed36622df
367,UFC on FUEL TV: Gustafsson vs Silva," April 14, 2012"," Stockholm, Sweden",http://ufcstats.com/event-details/21f2974fd08085e3
368,UFC on FX: Alves vs Kampmann," March 02, 2012"," Sydney, New South Wales, Australia",http://ufcstats.com/event-details/b5ea750025697880
369,UFC 144: Edgar vs Henderson," February 25, 2012"," Saitama, Japan",http://ufcstats.com/event-details/8377c5572cb356f3
