,event,date,location,event_url
370,UFC on FUEL TV: Sanchez vs Ellenberger," February 15, 2012"," Omaha, Nebraska, US",http://ufcstats.com/event-details/0a97691039c4bbfb
371,UFC 143: Diaz vs Condit," February 04, 2012"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/df2cf66d8c0123db
372,UFC on FOX: Evans vs Davis," January 28, 2012"," Chicago, Illinois, US",http://ufcstats.com/event-details/c3c23c99477c041b
373,UFC on FX: Guillard vs Miller," January 20, 2012"," Nashville, Tennessee, US",http://ufcstats.com/event-details/4d74641fac830182
374,UFC 142: Aldo vs Mendes," January 14, 2012"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18524b46c570730b
375,UFC 141: Lesnar vs Overeem," December 30, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/91720876db0ee468
376,UFC 140: Jones vs Machida," December 10, 2011"," Toronto, Ontario, Canada",http://ufcstats.com/event-details/6d7886b094b471ac
377,The Ultimate Fighter: Team Bisping vs Team Miller Finale," December 03, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/1f5f75658551f2d3
378,UFC 139: Shogun vs Henderson," November 19, 2011"," San Jose, California, US",http://ufcstats.com/event-details/0ec821423baa26bd
379,UFC on FOX: Velasquez vs Dos Santos," November 12, 2011"," Anaheim, California, US",http://ufcstats.com/event-details/1c061eb6e29eaa0a
380,UFC 138: Leben vs Munoz," November 05, 2011"," Birmingham, England, United Kingdom",http://ufcstats.com/event-details/e780ccc79a209985
381,UFC 137: Penn vs Diaz," October 29, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/8788beb528894f33
382,UFC 136: Edgar vs Maynard 3," October 08, 2011"," Houston, Texas, US",http://ufcstats.com/event-details/7d5b12de1625984e
383,UFC Live: Cruz vs Johnson," October 01, 2011"," Washington, DC, US",http://ufcstats.com/event-details/44f9c777fed7ca03
384,UFC 135: Jones vs Rampage," September 24, 2011"," Denver, Colorado, US",http://ufcstats.com/event-details/73ef22f25d0f70e2
385,UFC Fight Night: Shields vs Ellenberger," September 17, 2011"," New Orleans, Louisiana, US",http://ufcstats.com/event-details/1ffc38f67785797b
386,UFC 134: Silva vs Okami," August 27, 2011"," Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c
387,UFC Live: Hardy vs Lytle," August 14, 2011"," Milwaukee, Wisconsin, US",http://ufcstats.com/event-details/4c8d6fde2dde07c4
388,UFC 133: Evans vs Ortiz 2," August 06, 2011"," Philadelphia, Pennsylvania, US",http://ufcstats.com/event-details/f1f9e48a0d150757
389,UFC 132: Cruz vs Faber," July 02, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/83fd97284f4bb4a4
390,UFC Live: Kongo vs Barry," June 26, 2011"," Pittsburgh, Pennsylvania, US",http://ufcstats.com/event-details/d023ae89a2a4a41e
391,UFC 131: Dos Santos vs Carwin," June 11, 2011"," Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528
392,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale," June 04, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3ba3b5cc94498437
393,UFC 130: Rampage vs Hamill," May 28, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/b732b326c362fb62
394,UFC 129: St-Pierre vs Shields," April 30, 2011"," Toronto, Ontario, Canada",http://ufcstats.com/event-details/2db7fa8db6bc9632
395,UFC Fight Night: Nogueira vs Davis," March 26, 2011"," Seattle, Washington, US",http://ufcstats.com/event-details/8a59d346dc976a10
396,UFC 128: Shogun vs Jones," March 19, 2011"," Newark, New Jersey, US",http://ufcstats.com/event-details/1411c630ba711b64
397,UFC Live: Sanchez vs Kampmann," March 03, 2011"," Louisville, Kentucky, US",http://ufcstats.com/event-details/a54fc2d6fc224dc3
398,UFC 127: Penn vs Fitch," February 26, 2011"," Sydney, New South Wales, Australia",http://ufcstats.com/event-details/88a9bc81271ccd89
399,UFC 126: Silva vs Belfort," February 05, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/65ddc8a9ac4e8531
400,UFC Fight Night: Fight for the Troops 2," January 22, 2011"," Killeen, Texas, US",http://ufcstats.com/event-details/282fa667ff9c51ed
401,UFC 125: Resolution," January 01, 2011"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/d1152823307d7e7c
402,UFC 124: St-Pierre vs Koscheck 2," December 11, 2010"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/132f860d02953f4c
403,The Ultimate Fighter: Team GSP vs Team Koscheck Finale," December 04, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/5d7bdab5e03e3216
404,UFC 123: Rampage vs Machida," November 20, 2010"," Auburn Hills, Michigan, US",http://ufcstats.com/event-details/dd992d569aaebee6
405,UFC 122: Marquardt vs Okami," November 13, 2010"," Oberhausen, North Rhine-Westphalia, Germany",http://ufcstats.com/event-details/0ff11cc094e887bc
406,UFC 121: Lesnar vs Velasquez," October 23, 2010"," Anaheim, California, US",http://ufcstats.com/event-details/afdb76fbd86f6d11
407,UFC 120: Bisping vs Akiyama," October 16, 2010"," London, England, United Kingdom",http://ufcstats.com/event-details/d512d9f204059f57
408,UFC 119: Mir vs Cro Cop," September 25, 2010"," Indianapolis, Indiana, US",http://ufcstats.com/event-details/ad32471f01e7b1a5
409,UFC Fight Night: Marquardt vs Palhares," September 15, 2010"," Austin, Texas, US",http://ufcstats.com/event-details/acff437707625fc7
410,UFC 118: Edgar vs Penn 2," August 28, 2010"," Boston, Massachusetts, US",http://ufcstats.com/event-details/054defd5420a551f
411,UFC 117: Silva vs Sonnen," August 07, 2010"," Oakland, California, US",http://ufcstats.com/event-details/2f3f12002564bb55
412,UFC Live: Jones vs Matyushenko," August 01, 2010"," San Diego, California, US",http://ufcstats.com/event-details/f12f979b657ab876
413,UFC 116: Lesnar vs Carwin," July 03, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/140745cbbcb023ac
414,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale," June 19, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/9bcf8603ceb25680
415,UFC 115: Liddell vs Franklin," June 12, 2010"," Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/cfb65863d5099327
416,UFC 114: Rampage vs Evans," May 29, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/bfc2fc38a0e20211
417,UFC 113: Machida vs Shogun 2," May 08, 2010"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/d0c29452d3272603
418,UFC 112: Invincible," April 10, 2010"," Abu Dhabi, United Arab Emirates",http://ufcstats.com/event-details/24b033b3daf1c9df
419,UFC Fight Night: Florian vs Gomi," March 31, 2010"," Charlotte, North Carolina, US",http://ufcstats.com/event-details/3ed134d85dfbd7b4
420,UFC 111: St-Pierre vs Hardy," March 27, 2010"," Newark, New Jersey, US",http://ufcstats.com/event-details/c80095f6092271a7
421,UFC Live: Vera vs Jones," March 21, 2010"," Broomfield, Colorado, US",http://ufcstats.com/event-details/3795fca327cbcf23
422,UFC 110: Nogueira vs Velasquez," February 20, 2010"," Sydney, New South Wales, Australia",http://ufcstats.com/event-details/49efbdc6c9f650c4
423,UFC 109: Relentless," February 06, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/15edcf67ccf5be84
424,UFC Fight Night: Maynard vs Diaz," January 11, 2010"," Fairfax, Virginia, US",http://ufcstats.com/event-details/58bc81376286b3d3
425,UFC 108: Evans vs Silva," January 02, 2010"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a6d8bfe9e0c8153b
426,UFC 107: Penn vs Sanchez," December 12, 2009"," Memphis, Tennessee, US",http://ufcstats.com/event-details/821cd80aab70d5f9
427,The Ultimate Fighter: Heavyweights Finale," December 05, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/91d73ee59347ac16
428,UFC 106: Ortiz vs Griffin 2," November 21, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/84a067c46306a737
429,UFC 105: Couture vs Vera," November 14, 2009"," Manchester, England, United Kingdom",http://ufcstats.com/event-details/fa8b9e6b0c2269f8
430,UFC 104: Machida vs Shogun," October 24, 2009"," Los Angeles, California, US",http://ufcstats.com/event-details/7c0847d3854a95f2
431,UFC 103: Franklin vs Belfort," September 19, 2009"," Dallas, Texas, US",http://ufcstats.com/event-details/896c322f56b8be5a
432,UFC Fight Night: Diaz vs Guillard," September 16, 2009"," Oklahoma City, Oklahoma, US",http://ufcstats.com/event-details/a8ea84cbe1655f0a
433,UFC 102: Couture vs Nogueira," August 29, 2009"," Portland, Oregon, US",http://ufcstats.com/event-details/c6a33ff198aaaeeb
434,UFC 101: Declaration," August 08, 2009"," Philadelphia, Pennsylvania, US",http://ufcstats.com/event-details/48d1f690b763934c
435,UFC 100," July 11, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/0ee783aa00e468f0
436,The Ultimate Fighter: United States vs. United Kingdom Finale," June 20, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/4908c5ee68a50ee5
437,UFC 99: The Comeback," June 13, 2009"," Cologne, North Rhine-Westphalia, Germany",http://ufcstats.com/event-details/cb6783c39c01d896
438,UFC 98: Evans vs Machida," May 23, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c4b6099f0d25f75e
439,UFC 97: Redemption," April 18, 2009"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/1652f3213655b935
440,UFC Fight Night: Condit vs Kampmann," April 01, 2009"," Nashville, Tennessee, US",http://ufcstats.com/event-details/04d5718ed2661e8c
441,UFC 96: Jackson vs Jardine," March 07, 2009"," Columbus, Ohio, US",http://ufcstats.com/event-details/29b5791e51e7e832
442,UFC 95: Sanchez vs Stevenson," February 21, 2009"," London, England, United Kingdom",http://ufcstats.com/event-details/7d21de9c6d7c98b2
443,UFC Fight Night: Lauzon vs Stephens," February 07, 2009"," Tampa, Florida, US",http://ufcstats.com/event-details/d1759b2b7be9be56
444,UFC 94: St-Pierre vs Penn 2," January 31, 2009"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/2a542ee8a8b83559
445,UFC 93: Franklin vs Henderson," January 17, 2009"," Dublin, Leinster, Ireland",http://ufcstats.com/event-details/68c6cd5287b473a7
446,UFC 92: The Ultimate 2008," December 27, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/23ab42947c1990e3
447,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale," December 13, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/ea398c802d9998ee
448,UFC Fight Night - Fight for the Troops," December 10, 2008"," Fayetteville, North Carolina, US",http://ufcstats.com/event-details/30cd319d39ee689b
449,UFC 91: Couture vs Lesnar," November 15, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a2b06ca02bca14c0
450,UFC 90: Silva vs Cote," October 25, 2008"," Rosemont, Illinois, US",http://ufcstats.com/event-details/c670aa48827d6be6
451,UFC 89: Bisping vs Leben," October 18, 2008"," Birmingham, England, United Kingdom",http://ufcstats.com/event-details/312f47c3d2f83ffa
452,UFC Fight Night: Diaz vs Neer," September 17, 2008"," Omaha, Nebraska, US",http://ufcstats.com/event-details/279093302a6f44b3
453,UFC 88: Breakthrough," September 06, 2008"," Atlanta, Georgia, US",http://ufcstats.com/event-details/0db70ca89e1c7374
454,UFC 87: Seek And Destroy," August 09, 2008"," Minneapolis, Minnesota, US",http://ufcstats.com/event-details/19ffeb5e3fffd6d5
455,UFC: Silva vs Irvin," July 19, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/46f11d15c0134fe3
456,UFC 86: Jackson vs Griffin," July 05, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/bf12aca029bfcc47
457,The Ultimate Fighter: Team Rampage vs Team Forrest Finale," June 21, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/2299605af59fd309
458,UFC 85: Bedlam," June 07, 2008"," London, England, United Kingdom",http://ufcstats.com/event-details/2efbc83a6b9b7f86
459,UFC 84: Ill Will," May 24, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/2549d63da9c456cb
460,UFC 83: Serra vs St-Pierre 2," April 19, 2008"," Montreal, Quebec, Canada",http://ufcstats.com/event-details/ad047e3073a775f3
461,UFC Fight Night: Florian vs Lauzon," April 02, 2008"," Broomfield, Colorado, US",http://ufcstats.com/event-details/b9e871af730f826c
462,UFC 82: Pride of a Champion," March 01, 2008"," Columbus, Ohio, US",http://ufcstats.com/event-details/598a58db87b890ee
463,UFC 81: Breaking Point," February 02, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/597db668b01c442c
464,UFC Fight Night: Swick vs Burkman," January 23, 2008"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/33e33d51f289d2a1
465,UFC 80: Rapid Fire," January 19, 2008"," Newcastle, England, United Kingdom",http://ufcstats.com/event-details/a24e080000fa7a35
466,UFC 79: Nemesis," December 29, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/7269329bd87eb479
467,The Ultimate Fighter: Team Hughes vs. Team Serra Finale," December 08, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/df85d6ec3493d120
468,UFC 78: Validation," November 17, 2007"," Newark, New Jersey, US",http://ufcstats.com/event-details/1d147d4163a6989b
469,UFC 77: Hostile Territory," October 20, 2007"," Cincinnati, Ohio, US",http://ufcstats.com/event-details/91181b29be041f1c
470,UFC 76: Knockout," September 22, 2007"," Anaheim, California, US",http://ufcstats.com/event-details/bad28b7b34f334de
471,UFC Fight Night: Thomas vs Florian," September 19, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/f341f9551ba744e2
472,UFC 75: Champion vs Champion," September 08, 2007"," London, England, United Kingdom",http://ufcstats.com/event-details/0aa92558424ced9e
473,UFC 74: Respect," August 25, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a5c53b3ddb31cc7d
474,UFC 73: Stacked," July 07, 2007"," Sacramento, California, US",http://ufcstats.com/event-details/2a6f8136da1e52c0
475,The Ultimate Fighter: Team Pulver vs. Team Penn Finale," June 23, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/e7ec11096eac0282
476,UFC 72: Victory," June 16, 2007"," Belfast, Northern Ireland, United Kingdom",http://ufcstats.com/event-details/5ca158b1cc9cb242
477,UFC Fight Night: Stout vs Fisher," June 12, 2007"," Hollywood, Florida, US",http://ufcstats.com/event-details/304fcd812f12c589
478,UFC 71: Liddell vs Jackson," May 26, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/2e04a3b4a2011b97
479,UFC 70: Nations Collide," April 21, 2007"," Manchester, England, United Kingdom",http://ufcstats.com/event-details/4604ab1de9058474
480,UFC 69: Shootout," April 07, 2007"," Houston, Texas, US",http://ufcstats.com/event-details/c1684f00c626f4c0
481,UFC Fight Night: Stevenson vs Guillard," April 05, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/a6c2f5381d575920
482,UFC 68: The Uprising," March 03, 2007"," Columbus, Ohio, US",http://ufcstats.com/event-details/de3ed2e152520c8d
483,UFC 67: All or Nothing," February 03, 2007"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/63b65af1c5cb02cb
484,UFC Fight Night: Evans vs Salmon," January 25, 2007"," Hollywood, Florida, US",http://ufcstats.com/event-details/13c4313ed0f744f3
485,UFC 66: Liddell vs Ortiz 2," December 30, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/ee5df903f80c6816
486,UFC Fight Night: Sanchez vs Riggs," December 13, 2006"," San Diego, California, US",http://ufcstats.com/event-details/21b8a0f5c231096f
487,UFC 65: Bad Intentions," November 18, 2006"," Sacramento, California, US",http://ufcstats.com/event-details/3fed746acfd026dd
488,The Ultimate Fighter: The Comeback Finale," November 11, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/baf942f4bcb09894
489,UFC 64: Unstoppable," October 14, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/13b2f59210dda9cc
490,Ortiz vs Shamrock 3: The Final Chapter," October 10, 2006"," Hollywood, Florida, US",http://ufcstats.com/event-details/577ec7e108b94be3
491,UFC 63: Hughes vs Penn," September 23, 2006"," Anaheim, California, US",http://ufcstats.com/event-details/13e62d766b709aa6
492,UFC 62: Liddell vs Sobral," August 26, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/f717b6002486f73f
493,UFC Fight Night 6," August 17, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/46c8ec317aff28ac
494,UFC 61: Bitter Rivals," July 08, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/f70144caea5c4c80
495,UFC Fight Night 5," June 28, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/445a98acb8985970
496,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale," June 24, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/1dab0d1d81dd06db
497,UFC 60: Hughes vs Gracie," May 27, 2006"," Los Angeles, California, US",http://ufcstats.com/event-details/a54a35a670d8e852
498,UFC 59: Reality Check," April 15, 2006"," Anaheim, California, US",http://ufcstats.com/event-details/03688dc3c3af3ac1
499,UFC Fight Night 4," April 06, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/b361180739bed4b0
500,UFC 58: USA vs Canada," March 04, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/0e9869d712e81f8f
501,UFC 57: Liddell vs Couture 3," February 04, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/977081bc01197656
502,UFC Fight Night 3," January 16, 2006"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/2ee09ec2a0695eb9
503,UFC 56: Full Force," November 19, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c7e9d15cfce52f1d
504,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale," November 05, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/31ceaf0e670c1578
505,UFC 55: Fury," October 07, 2005"," Uncasville, Connecticut, US",http://ufcstats.com/event-details/271fe91f4ba9d2c5
506,UFC Fight Night 2," October 03, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/efaf544314bb5c2e
507,UFC 54: Boiling Point," August 20, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/669a3cb6e394f515
508,UFC Fight Night 1," August 06, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/3f24c96753dbd9f9
509,UFC 53: Heavy Hitters," June 04, 2005"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/d3711d3784b76255
510,UFC 52: Couture vs Liddell 2," April 16, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c933d423ebdbbbdb
511,The Ultimate Fighter: Team Couture vs. Team Liddell Finale," April 09, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/fbbde91f7bc2d3c5
512,UFC 51: Super Saturday," February 05, 2005"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/85d905f7c4f5a1af
513,UFC 50: The War Of '04," October 22, 2004"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/ce783bf73b5131f9
514,UFC 49: Unfinished Business," August 21, 2004"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/b4bc2e3353a770b5
515,UFC 48: Payback," June 19, 2004"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/429e7d3725852ce9
516,UFC 47: It's On!," April 02, 2004"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/e8fb8e53bc2e29d6
517,UFC 46: Supernatural," January 31, 2004"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/94609dd91731d428
518,UFC 45: Revolution," November 21, 2003"," Uncasville, Connecticut, US",http://ufcstats.com/event-details/e670f8cc2969a789
519,UFC 44: Undisputed," September 26, 2003"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c61f66d8c3fd5f07
520,UFC 43: Meltdown," June 06, 2003"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/108afe61a26bcbf4
521,UFC 42: Sudden Impact," April 25, 2003"," Miami, Florida, US",http://ufcstats.com/event-details/ae58685caf8e4a0d
522,UFC 41: Onslaught," February 28, 2003"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/bba678d312590087
523,UFC 40: Vendetta," November 22, 2002"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/e06fd1260ac865a7
524,UFC 39: The Warriors Return," September 27, 2002"," Uncasville, Connecticut, US",http://ufcstats.com/event-details/0cf935519d439ba6
525,UFC 38: Brawl at the Hall," July 13, 2002"," London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
526,UFC 37.5: As Real As It Gets," June 22, 2002"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/9ccdd2ce45903f34
527,UFC 37: High Impact," May 10, 2002"," Bossier City, Louisiana, US",http://ufcstats.com/event-details/9fd1f08dd4aec14a
528,UFC 36: Worlds Collide," March 22, 2002"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/02fc8f50f56eb307
529,UFC 35: Throwdown," January 11, 2002"," Uncasville, Connecticut, US",http://ufcstats.com/event-details/946f341df6472ee0
530,UFC 34: High Voltage," November 02, 2001"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/4dc496aa0cfc0d95
531,UFC 33: Victory in Vegas," September 28, 2001"," Las Vegas, Nevada, US",http://ufcstats.com/event-details/c75b99887c8c3f5a
532,UFC 32: Showdown in the Meadowlands," June 29, 2001"," East Rutherford, New Jersey, US",http://ufcstats.com/event-details/7b9aa973e5c04624
533,UFC 31: Locked and Loaded," May 04, 2001"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/20bd6c3e03c46ee6
534,UFC 30: Battle on the Boardwalk," February 23, 2001"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/2b1587a3376ab743
535,UFC 29: Defense of the Belts," December 16, 2000"," Tokyo, Japan",http://ufcstats.com/event-details/08ae5cd9aef7ddd3
536,UFC 28: High Stakes," November 17, 2000"," Atlantic City, New Jersey, US",http://ufcstats.com/event-details/da6dfd09cca1d705
537,UFC 27: Ultimate Bad Boyz," September 22, 2000"," New Orleans, Louisiana, US",http://ufcstats.com/event-details/31652c9267606d54
538,UFC 26: Ultimate Field Of Dreams," June 09, 2000"," Cedar Rapids, Iowa, US",http://ufcstats.com/event-details/cedfdf8d423d500c
539,UFC 25: Ultimate Japan 3," April 14, 2000"," Tokyo, Japan",http://ufcstats.com/event-details/d2b1c1317a39f6c6
540,UFC 24: First Defense," March 10, 2000"," Lake Charles, Louisiana, US",http://ufcstats.com/event-details/20ec0061400178ca
541,UFC 23: Ultimate Japan 2," November 19, 1999"," Chiba, Japan",http://ufcstats.com/event-details/a8fa0c4e95512806
542,UFC 22: Only One Can be Champion," September 24, 1999"," Lake Charles, Louisiana, US",http://ufcstats.com/event-details/afaad7d6a581e307
543,UFC 21: Return of the Champions," July 16, 1999"," Cedar Rapids, Iowa, US",http://ufcstats.com/event-details/1a1a4d7a29041d77
544,UFC 20: Battle for the Gold," May 07, 1999"," Birmingham, Alabama, US",http://ufcstats.com/event-details/a7b48e18ca27795d
545,UFC 19: Ultimate Young Guns," March 05, 1999"," Bay St. Louis, Mississippi, US",http://ufcstats.com/event-details/a220be6d41d6f97d
546,UFC 18: The Road to the Heavyweight Title," January 08, 1999"," New Orleans, Louisiana, US",http://ufcstats.com/event-details/c9bbf1a0285a8076
547,UFC - Ultimate Brazil," October 16, 1998"," Sao Paulo, Brazil",http://ufcstats.com/event-details/32a3025d5db456ae
548,UFC 17: Redemption," May 15, 1998"," Mobile, Alabama, US",http://ufcstats.com/event-details/4a01dc8376736ef5
549,UFC 16: Battle in the Bayou," March 13, 1998"," New Orleans, Louisiana, US",http://ufcstats.com/event-details/749685d24e2cac50
550,UFC - Ultimate Japan," December 21, 1997"," Yokohama, Kanagawa, Japan",http://ufcstats.com/event-details/29f935654825331b
551,UFC 15: Collision Course," October 17, 1997"," Bay St. Louis, Mississippi, US",http://ufcstats.com/event-details/07a18ae55dfc3cd9
552,UFC 14: Showdown," July 27, 1997"," Birmingham, Alabama, US",http://ufcstats.com/event-details/dc950d59dc590aca
553,UFC 13: The Ultimate Force," May 30, 1997"," Augusta, Georgia, US",http://ufcstats.com/event-details/5bd533d50c8e7b8a
554,UFC 12: Judgement Day," February 07, 1997"," Dothan, Alabama, US",http://ufcstats.com/event-details/96eff1a628adcc7f
555,UFC - Ultimate Ultimate '96," December 07, 1996"," Birmingham, Alabama, US",http://ufcstats.com/event-details/9b5b5a75523728f3
556,UFC 11: The Proving Ground," September 20, 1996"," Augusta, Georgia, US",http://ufcstats.com/event-details/6ceff86fae4f6b3b
557,UFC 10: The Tournament," July 12, 1996"," Birmingham, Alabama, US",http://ufcstats.com/event-details/aee8eecfc4bfb1e7
558,UFC 9: Motor City Madness," May 17, 1996"," Detroit, Michigan, US",http://ufcstats.com/event-details/a390eb8a9b2df298
559,UFC 8: David vs Goliath," February 16, 1996"," San Juan, Puerto Rico",http://ufcstats.com/event-details/b63e800c18e011b5
560,UFC - Ultimate Ultimate '95," December 16, 1995"," Denver, Colorado, US",http://ufcstats.com/event-details/31bbd46d57dfbcb7
561,UFC 7: The Brawl in Buffalo," September 08, 1995"," Buffalo, New York, US",http://ufcstats.com/event-details/5af480a3b2e1726b
562,UFC 6: Clash of the Titans," July 14, 1995"," Casper, Wyoming, US",http://ufcstats.com/event-details/1c3f5e85b59ec710
563,UFC 5: The Return of the Beast," April 07, 1995"," Charlotte, North Carolina, US",http://ufcstats.com/event-details/dedc3bb440d09554
564,UFC 4: Revenge of the Warriors," December 16, 1994"," Tulsa, Oklahoma, US",http://ufcstats.com/event-details/b60391da771deefe
565,UFC 3: The American Dream," September 09, 1994"," Charlotte, North Carolina, US",http://ufcstats.com/event-details/1a49e0670dfaca31
566,UFC 2: No Way Out," March 11, 1994"," Denver, Colorado, US",http://ufcstats.com/event-details/a6a9ab5a824e8f66
